Name,Gender,Age,Income,Expenses,Savings,FinancialGoal,RiskAppetite,ESGScore,SustainableInvestments,EducationLevel,EmploymentStatus,InvestmentHorizon,EthicalConsiderations
Troy Gonzalez,Female,61,79942.13182492477,21840.88714841754,10488.270028359684,153541.74933569302,0.8576471391499251,22.302508870676576,No,Graduate,Self-Employed,Long Term,Governance
Tammy White,Male,46,74067.7823572988,28571.094289445937,39566.55518830354,76987.49785863215,0.38847101485629454,23.027401020032723,Yes,High School,Self-Employed,Short Term,Governance
Sydney Chavez,Female,20,42626.688158801735,13992.356602304699,16203.306222825533,132141.8833105765,0.9097890999968943,62.39200175787397,No,College,Self-Employed,Long Term,Governance
Adam Schaefer,Female,26,58312.201319475986,16988.072357815636,39705.13998623005,150920.27896099852,0.39297556823125024,23.901903987486804,Yes,College,Unemployed,Short Term,Social Responsibility
Marc Ballard,Male,22,70590.0873671986,11577.780798747743,24933.2423964314,174753.42497373218,0.977992854400923,73.45861775305002,Yes,High School,Employed,Long Term,Governance
Jenna Powell,Male,33,34825.013636775315,21622.687089507177,38192.855564907884,51794.21165352548,0.2555336900121581,95.258822899053,Yes,College,Unemployed,Short Term,Social Responsibility
Ronald Russell,Female,59,62313.52549542319,42063.84410761789,6507.963120662378,64654.81392137438,0.09025032770873898,33.15151095932074,No,College,Self-Employed,Long Term,Governance
Holly Lynch,Female,41,30862.50956069531,22508.28427851057,25737.558589052594,65586.09271664121,0.822707725738495,74.0081387578784,No,Graduate,Self-Employed,Long Term,Governance
Sharon Nelson,Female,41,42288.12431962463,39541.60783168705,39694.81855055849,116891.33050089673,0.23546045495139734,20.53163602971476,Yes,High School,Unemployed,Medium Term,Social Responsibility
Todd Sanchez,Male,42,103369.43465884756,13799.938813223212,28451.260402577776,82912.44885912238,0.21038649126452746,18.42445122158849,Yes,Graduate,Self-Employed,Short Term,Governance
Nicole Dodson,Male,54,116744.61804734459,40328.16019364953,49195.213313252636,92494.55286401819,0.8902467277662994,98.98780435824796,No,College,Self-Employed,Long Term,Social Responsibility
Leonard Herrera,Female,20,75489.42177576033,11835.563483736609,26277.149524618184,78961.92971696156,0.9158908012423355,36.281714595773884,Yes,Graduate,Self-Employed,Long Term,Social Responsibility
Kristin Lindsey,Male,56,74547.28630797632,44079.94900297953,35664.904402603395,53555.0709285556,0.6313527026562716,7.3731156869878305,Yes,College,Unemployed,Short Term,Governance
Morgan Rogers,Female,27,91622.70035039878,36534.20109963376,19044.92145128314,63791.192386539915,0.8794672475177627,3.001758869507609,Yes,College,Employed,Long Term,Environmental Impact
Brandon Thomas,Female,61,67406.73917467007,16820.491054255013,19537.84348173078,190775.8201593219,0.7667409006091169,11.518929259778531,Yes,College,Self-Employed,Short Term,Social Responsibility
Mr. Jose Brown,Female,46,105590.26218911004,24301.096169509772,33312.391435881465,148490.82778465035,0.4062888159552023,29.057621538943135,No,College,Self-Employed,Medium Term,Social Responsibility
Randall Molina,Male,41,73982.9560745717,27508.58067127739,6898.366201762898,175318.87056323668,0.03388168121901536,19.440344446401724,Yes,College,Self-Employed,Short Term,Social Responsibility
Brandon Marsh,Male,41,37440.35632078202,34872.281333300285,47183.94156345052,192573.3438872378,0.8664445883042704,58.568639243177145,No,Graduate,Employed,Long Term,Social Responsibility
Daniel Livingston,Male,46,32777.46350787043,45139.021495898945,28441.681381287934,145712.43277392178,0.8231977803964665,76.55327346914204,Yes,College,Employed,Medium Term,Social Responsibility
Charles Potter,Male,22,98495.09566908817,13718.05261749689,16399.073315079,156211.26587442533,0.9404954201854159,4.390482586107602,No,Graduate,Self-Employed,Medium Term,Environmental Impact
David Finley,Female,54,56288.091860283595,42598.57158145985,33733.40054189107,67996.56646667387,0.47109128338800343,2.968557327332244,No,College,Self-Employed,Long Term,Social Responsibility
Sarah Harrison,Male,26,54736.76264461806,17314.77681214571,13942.563431107992,178466.12364577403,0.41296131854129736,19.782499435619172,No,High School,Employed,Short Term,Governance
Justin Warner,Female,51,78384.77563843376,26031.10057123012,44938.38092195941,69486.08798081997,0.8411634663695261,17.414660914946367,Yes,High School,Unemployed,Long Term,Social Responsibility
Melissa Murphy,Male,41,45138.807969291636,48492.39720599016,43864.594958732014,148459.1943366726,0.7173860179064124,88.53822295516643,No,College,Self-Employed,Short Term,Environmental Impact
Zachary Wolfe,Male,43,71158.9248546104,20873.323630007606,14800.471207479628,184984.5822690865,0.8767612272392674,71.88366739026048,Yes,College,Employed,Long Term,Governance
Mary Cole,Male,38,96826.64267368084,25428.619590372567,10081.780669230688,134910.32064318663,0.8202413104504016,33.981749301801756,No,College,Unemployed,Short Term,Governance
Leslie Lee,Female,59,98932.75994493216,44026.86312146336,33480.90346557851,195074.8263129241,0.8244008657361815,55.45049551573713,Yes,High School,Self-Employed,Medium Term,Environmental Impact
Michael Espinoza,Male,35,79475.35660842463,41995.963877958005,19603.106943354356,184400.24455358656,0.6984821875465667,17.854143080106045,Yes,Graduate,Employed,Long Term,Governance
Joshua Wagner,Male,33,40188.98957628208,35953.85935489055,12531.216038372873,154348.04504841156,0.5063345139203014,2.149202805815198,No,Graduate,Unemployed,Short Term,Social Responsibility
Jennifer Davis,Female,25,40278.59862230719,41876.38228141627,17424.501972730148,88000.36083299885,0.35185634658389187,84.28814207150683,No,High School,Unemployed,Short Term,Social Responsibility
Stephanie Williams,Female,19,99760.17250775959,14522.262255105845,10384.23164048324,120043.33659314866,0.6021159420105188,91.06489501982198,No,Graduate,Unemployed,Long Term,Social Responsibility
Stephanie Rogers,Female,65,104095.452719781,37846.7949409518,40511.47010876998,190427.3089867616,0.8134280484000423,2.0993760462445943,No,College,Unemployed,Medium Term,Environmental Impact
Joshua Jensen,Female,29,63017.55948948788,12345.855826607094,5401.843515020397,145817.07617652835,0.7377855206040169,67.74523789975309,No,College,Self-Employed,Long Term,Governance
Krystal Hernandez,Female,49,104034.98350166352,47698.679519996,6889.7016059492935,188404.3086267047,0.4532617531359948,37.89227579151778,Yes,College,Employed,Short Term,Governance
Lisa Cook,Female,51,33744.947004321,16375.815899286597,40256.385811297696,91457.53432366154,0.027350893333371262,78.74140805379415,Yes,Graduate,Self-Employed,Medium Term,Environmental Impact
Michael Howard,Male,42,94708.22170170391,26641.10866523586,26387.180544274255,114047.50983292775,0.052098822901940234,11.096900953638011,No,Graduate,Employed,Short Term,Governance
Angela Anderson DDS,Female,53,79171.79472497682,33630.012119613544,31829.552776922563,185508.72393054425,0.6415925114135416,93.61141041683955,Yes,Graduate,Self-Employed,Medium Term,Social Responsibility
Steven Morales,Male,25,119079.81550890149,42090.59136180383,21712.939848645514,165482.07637308494,0.6301563415184986,30.50723780408775,No,College,Unemployed,Medium Term,Governance
Scott Brown,Female,34,39217.47949897485,37135.72544996822,9026.59562373535,98510.61916798717,0.7910193178139537,24.01499328735519,Yes,Graduate,Self-Employed,Medium Term,Social Responsibility
Richard Thompson,Male,34,104706.36448882858,17250.422421492083,12096.43052888188,74294.90474693249,0.13609222324994052,80.94877702917923,No,College,Self-Employed,Short Term,Environmental Impact
Wayne Williams,Male,63,97621.0945269305,25190.031164635504,9113.069853689583,61099.55900604367,0.40066184997614707,66.09087152135356,No,Graduate,Employed,Long Term,Environmental Impact
Lauren Martinez,Male,46,56793.80415926043,24343.956593083865,32839.01862970735,166565.89254258655,0.6282962732430364,94.11617556730414,Yes,Graduate,Employed,Long Term,Governance
Steven Johnson,Female,31,119938.14023510169,11152.649182848862,46888.195303338216,107419.85036647739,0.3137218026504617,97.71018460320147,No,High School,Self-Employed,Short Term,Governance
Mary Smith,Female,57,70475.91085473725,37378.565335258914,49863.7896342591,99898.2105358972,0.08223205142340206,99.76949142158313,Yes,High School,Unemployed,Short Term,Social Responsibility
Joshua Miller,Female,36,61371.92791400824,43541.45906188447,33130.954859423306,59008.79717421375,0.15782243944409158,88.16637950667594,No,High School,Unemployed,Short Term,Social Responsibility
Robert Mcdowell,Female,62,103505.57266047946,48937.78320901477,7689.880922424012,193340.85488259888,0.5163658910510237,87.83878364484171,No,High School,Employed,Short Term,Social Responsibility
Laura Herring,Male,49,69516.29130449996,15226.213181936633,34005.870349156336,89699.72786820994,0.9696645868391346,6.537751941750436,No,Graduate,Self-Employed,Long Term,Social Responsibility
Nancy Mills,Female,30,119456.19158867553,46815.91942552411,36559.76630103513,116086.22491665014,0.8306213814704162,14.443224581124714,No,High School,Unemployed,Short Term,Social Responsibility
Taylor Gross,Female,25,99806.84848926963,14517.499174950695,40615.98099643457,123758.26796079648,0.7631627032912742,92.41554672330221,Yes,Graduate,Unemployed,Long Term,Governance
Lindsey Velazquez,Female,26,51325.144983001315,26451.37054940697,10662.235594935188,189287.94473484432,0.8469604298026571,79.48981165114128,Yes,College,Self-Employed,Medium Term,Social Responsibility
Michelle Franklin,Male,22,102963.24451554692,11838.8930151868,15470.35838852286,141545.28274309012,0.6857533783489183,19.168129215057718,No,High School,Unemployed,Medium Term,Environmental Impact
Mary Mitchell,Female,46,82913.15072791296,20464.514689139593,49175.40699337251,76766.32550971564,0.7926422949091957,37.81955293890379,Yes,College,Employed,Short Term,Environmental Impact
Kevin Logan,Female,29,61556.775700259066,22569.517794954838,40485.282160409304,123808.5941692037,0.31939912923790437,37.42553019371003,No,Graduate,Employed,Short Term,Governance
Melissa Moreno,Female,63,93967.85635444196,38182.727059224926,39051.38854406251,71580.89005272703,0.4783654799573558,59.95491626079392,No,Graduate,Unemployed,Medium Term,Governance
Louis Sutton,Female,46,86949.35678344246,37117.15684080657,41248.64194639636,165306.0984960797,0.735172108810468,97.69815402935664,Yes,Graduate,Employed,Medium Term,Environmental Impact
James Francis,Female,23,44938.345592123325,40701.14873159641,24742.35041434688,82757.9747296493,0.26067987958698735,24.454963893453474,Yes,High School,Self-Employed,Short Term,Governance
Lisa Curry,Female,61,42531.14693340985,33065.96032493518,13683.43845725713,146500.7250453342,0.6874668716864318,4.6195192360001585,No,Graduate,Unemployed,Short Term,Social Responsibility
Jane Hurley,Female,38,48595.7690568096,32600.489027495656,36016.249112781894,186891.38342616896,0.8267686093418332,61.602800777052245,No,College,Unemployed,Long Term,Governance
Kristy Daniel,Male,60,48624.84486765894,49115.82230203194,21117.537376269414,157310.0476626265,0.7995286679401794,18.910216431644134,Yes,Graduate,Unemployed,Long Term,Social Responsibility
John Simon,Male,40,35342.2050275407,36793.77432857262,11062.94781924285,65493.067392923935,0.19866371962725327,53.54683421118761,Yes,Graduate,Self-Employed,Short Term,Social Responsibility
Tyler Johnson,Female,63,61573.39310575479,23532.02567073693,45439.83699215192,60937.92550684399,0.414496424552795,78.95877893907347,Yes,High School,Self-Employed,Short Term,Environmental Impact
Levi Hicks,Male,22,55297.65169111782,30924.127008986958,26838.59599231309,135701.68397673796,0.1818892538062794,32.76806045112881,No,Graduate,Unemployed,Medium Term,Social Responsibility
Victoria Farmer,Female,53,78489.16914428741,38023.20737190217,24687.500187427664,87589.45253927688,0.8763900129297377,5.3258975069665375,Yes,College,Employed,Long Term,Governance
Kayla Daniel,Male,52,59128.82542692135,13809.685538067788,18262.15683984036,116882.30784844396,0.9447571548423099,79.56119200592734,No,College,Self-Employed,Short Term,Governance
Steven Cruz Jr.,Female,36,93364.83855796697,36468.530513838516,36366.699874804464,184476.8589336813,0.8843414304434549,87.28514919166157,Yes,High School,Unemployed,Medium Term,Social Responsibility
Anthony Ingram,Female,37,56039.991911844925,19943.079794028305,13539.912629884315,72328.14131624845,0.22448713347863125,85.15026383718065,Yes,High School,Self-Employed,Long Term,Environmental Impact
Hannah Collins,Female,28,54060.87596502721,23829.97949830015,13398.202802709671,146050.29039181877,0.9481092171592271,96.83843075043129,No,College,Self-Employed,Medium Term,Social Responsibility
Sally Allen,Female,63,107221.51604516318,37051.822734297646,20644.910555821945,189934.05852969992,0.9231123518834261,88.58342877700227,Yes,Graduate,Employed,Short Term,Governance
Laura Guerrero,Male,63,118693.94720356147,25395.06469626857,37958.10845552207,149690.87547490426,0.6471066893041368,20.923757349922166,No,College,Unemployed,Long Term,Environmental Impact
Lauren Ballard,Female,62,91136.93843309791,43561.32084919149,17389.60082862364,89965.47216729165,0.6266273575179818,8.140770185489366,No,High School,Self-Employed,Medium Term,Social Responsibility
Angela Henry,Male,58,38570.26474329085,32333.769468087517,42410.731702600395,155008.27990080885,0.9068447805119795,47.066729360071726,No,High School,Self-Employed,Short Term,Governance
Crystal Mclaughlin,Male,29,116649.47954944128,49511.66499045909,46151.33008901207,185692.6315180924,0.9741275717498725,66.35021985686306,No,College,Self-Employed,Short Term,Environmental Impact
Chelsey Mcdowell,Female,41,100712.19434621675,12182.644609107034,29953.413957472545,136196.03775855573,0.19826620267170036,6.487304096991964,No,High School,Unemployed,Short Term,Environmental Impact
Ricardo Jones,Male,50,112689.18406468428,35735.948662272516,8099.446251252174,127307.45044455564,0.7012611542033469,50.86138053843069,No,College,Unemployed,Long Term,Social Responsibility
Whitney Brewer,Female,32,119323.76030802069,16277.094932069649,11976.146513389715,190986.66098452057,0.16875595636504115,75.13080379547333,Yes,College,Employed,Long Term,Environmental Impact
Sarah Watson,Male,25,108034.28313904005,43953.82299104003,18305.269754483066,123601.9180843302,0.4010349111110273,64.50715642507096,No,College,Unemployed,Long Term,Environmental Impact
Timothy Berry,Female,30,41419.93517524292,44074.846057842646,16850.717100294438,115408.65011950515,0.42890336811835117,50.91585172285593,Yes,Graduate,Unemployed,Long Term,Environmental Impact
Reginald Torres,Male,26,107947.09154920411,44776.62538451072,21520.071815204275,176607.3730525755,0.26015777997114653,49.858777611622486,No,Graduate,Unemployed,Medium Term,Governance
Cody Taylor,Male,33,52470.951774432586,12994.609699079392,5032.392292591227,167140.55554450562,0.08906126736128972,46.42672775611171,No,Graduate,Unemployed,Short Term,Social Responsibility
Natasha Gill,Female,49,94025.53639552521,29665.91844577605,33711.172809959186,167807.25576367194,0.3679201541105127,32.182313287620886,Yes,College,Unemployed,Short Term,Environmental Impact
Denise Jones,Male,19,104563.36224287693,19635.672667889245,22056.960634995983,131019.30755285193,0.9472435084524966,37.387872133758414,Yes,High School,Self-Employed,Long Term,Environmental Impact
Tyler Carter,Male,41,98532.62287318712,48805.801951336005,13349.043054371748,50496.10404419586,0.1173505188086249,69.45096737392026,No,College,Employed,Long Term,Governance
Cory Allen,Female,53,90861.10983299513,12014.028581061757,5842.393546462484,193123.30188892182,0.7185834238368101,71.56498726885906,No,High School,Unemployed,Long Term,Social Responsibility
Christopher Cook,Female,54,74051.2853324074,18908.26092675196,43557.31797503965,172696.49890791238,0.43515873531519855,49.47920253407817,Yes,Graduate,Self-Employed,Short Term,Governance
Robert Todd,Female,41,81968.29763737453,35732.69259293008,39920.745550907246,122309.95124712994,0.9199890489003425,26.833545849611372,No,College,Unemployed,Short Term,Social Responsibility
Brian Taylor,Female,47,54184.54368787374,26131.079738468914,15745.39511972095,135086.58282679028,0.4537078650836456,40.094607053775775,Yes,College,Unemployed,Long Term,Social Responsibility
Brian Harrington,Male,53,67280.25804285338,19399.99999965149,37445.160320776544,190256.32812634265,0.6736100427370446,92.11852236883675,Yes,Graduate,Self-Employed,Long Term,Environmental Impact
Adam Salazar,Female,26,70679.2550295328,28363.78378992941,34623.0237820919,103837.74898958174,0.11851234901311947,58.39826215038989,Yes,College,Unemployed,Medium Term,Social Responsibility
Mindy Hernandez,Female,57,87026.49870152678,42050.45150906888,29253.043471703215,152275.3603415505,0.7135637119646769,3.660448794960669,No,College,Unemployed,Short Term,Governance
Andrew Payne,Female,23,109211.25731765911,27923.943426614955,22437.087808133103,110092.21977203488,0.19054416526893014,21.952628265980344,Yes,College,Self-Employed,Long Term,Social Responsibility
Peter Allen,Female,22,38378.530563835564,44263.568967120686,28583.139596470355,144840.87898993766,0.8619367242858739,20.30004967159037,Yes,Graduate,Employed,Medium Term,Social Responsibility
Sierra Wilson,Male,37,76405.21248789292,27882.72479655192,27389.712180629627,193823.58302966625,0.7821219434306237,86.31682636915488,No,High School,Employed,Medium Term,Social Responsibility
Christian Nelson,Male,43,55040.31190666053,14748.274082145315,29816.051326214652,63600.04622342664,0.28796197285088165,39.589997543836915,No,High School,Employed,Medium Term,Governance
Elizabeth Smith,Male,63,114270.25026797177,29894.933922660042,32586.765905773704,130193.9444840052,0.4941681577419751,30.599903631972403,No,College,Unemployed,Long Term,Environmental Impact
Charles Stanton,Female,64,63216.40566678798,36134.920125534874,19517.00179607573,194138.8283000098,0.13019933127841787,88.87089295467955,Yes,High School,Employed,Long Term,Governance
Michael Baker,Male,48,115522.86709788443,14105.732859206097,33840.67684032829,62068.5177011582,0.8563377276555146,57.13703867585161,Yes,High School,Employed,Short Term,Governance
Amy Douglas,Male,51,59456.03521448372,26493.54190702198,9970.886031773185,118945.90306332678,0.6000827864972248,93.54989069881408,Yes,High School,Employed,Medium Term,Governance
Nicholas Ruiz,Female,44,30222.577662778625,32285.240456193325,28544.0242636956,164976.2134514287,0.9952074499732918,37.410735528565375,No,High School,Unemployed,Medium Term,Governance
Julie Johnson,Male,44,99672.1761393924,10006.788619133458,8000.592939331953,147168.88577094726,0.2829672450326983,55.055197391479396,No,College,Employed,Medium Term,Social Responsibility
Linda Martinez,Male,54,95945.16238855383,13635.82187646129,42583.70110542311,76492.74567642302,0.6771886511844633,13.433031552748941,Yes,Graduate,Self-Employed,Short Term,Governance
Eric Reyes,Female,22,95783.87437383477,34168.1310424719,10839.841984501074,55899.67738931583,0.4183309911219021,8.402814935928593,No,Graduate,Unemployed,Short Term,Governance
Melissa Tate,Male,26,71260.4331011746,34762.646149855296,44307.17499112576,107624.5512747028,0.40852410191642885,44.45053154142254,No,Graduate,Self-Employed,Medium Term,Governance
Kristi Flores,Female,38,89772.94387486583,22183.91832414594,14093.556290995197,78650.47413729542,0.1459428521154308,35.157495163513396,No,College,Self-Employed,Long Term,Social Responsibility
Linda Mcintosh,Male,59,62240.04564068885,30333.509612778595,26841.662925651286,154382.34179106136,0.290192961514951,58.39622247304239,Yes,College,Employed,Long Term,Environmental Impact
Katherine Ramirez,Male,22,35699.76174541572,18274.049953995935,9443.911399183953,184469.104677552,0.261799463894111,46.52531110663867,No,High School,Unemployed,Medium Term,Social Responsibility
Deborah Barrett,Female,46,78098.20179488084,36858.97483116624,30695.548160961454,144592.55861734142,0.6176802400572351,62.11258198050705,No,Graduate,Employed,Medium Term,Social Responsibility
Lance Spencer Jr.,Male,47,49604.69415136853,48014.20519973463,42633.47869729211,103889.16822504648,0.9073282349729386,42.61023435827433,No,College,Employed,Medium Term,Social Responsibility
Donna Parker,Female,61,68667.87906167125,24533.699102792438,34606.45662282358,62729.37270091566,0.3696377395309737,46.75509887375359,Yes,High School,Employed,Medium Term,Social Responsibility
Edward Thompson,Female,51,49066.631976696444,12171.008532222713,28661.961317648525,144918.6903662798,0.6842670861425665,40.895277535551735,Yes,Graduate,Unemployed,Short Term,Social Responsibility
Kara Wilson,Female,40,54168.31544829803,18916.724575852582,36559.13097086207,160298.627454189,0.45816411141856517,80.450446529346,Yes,College,Self-Employed,Short Term,Environmental Impact
Kyle Gallegos,Female,26,104550.92553439272,28178.399304143375,16517.23386502901,70991.44276495831,0.010320242262494617,31.702042574449973,Yes,High School,Self-Employed,Medium Term,Environmental Impact
Kim Key,Male,53,60397.96396537086,32406.033804242725,21485.930904243327,78963.90783641256,0.13320493602338035,38.237092662392705,Yes,Graduate,Employed,Long Term,Social Responsibility
Jodi Collins,Male,58,82014.02762348563,34790.31878708337,32267.91309046025,157960.85521174618,0.32324597965478274,17.95657310015596,Yes,Graduate,Employed,Medium Term,Social Responsibility
Catherine Chavez,Female,55,80952.78998254263,28925.347243743556,8189.32824275549,138941.8142719028,0.6930235579427683,23.379039962310245,No,College,Unemployed,Medium Term,Environmental Impact
Margaret Mckee,Male,29,73680.41136076546,36286.68825724558,46859.4966564073,123384.88257166094,0.6868524492697243,64.53548526457581,Yes,High School,Self-Employed,Medium Term,Governance
Tyler Austin,Male,26,60936.56584973573,38636.540011326215,14393.214207207566,59448.89462672826,0.7133359490595419,35.90929351856995,Yes,Graduate,Employed,Long Term,Social Responsibility
Monica Gonzales,Male,45,91429.67334838853,14560.934334229532,27113.247564272333,131082.80708276588,0.7084531666583638,8.241851102201503,Yes,College,Employed,Long Term,Social Responsibility
Cindy Cook,Male,50,34356.83350365506,40372.79804316469,45039.52963235599,96159.63194483981,0.7361041053920682,84.26033891868957,No,High School,Unemployed,Long Term,Governance
Jennifer Davis,Female,21,38961.726772458525,18869.8843128076,8598.05614547924,130091.00701468495,0.2562255939323873,51.279098947831905,No,Graduate,Employed,Short Term,Environmental Impact
Mr. Matthew Austin,Male,25,100550.07856565114,23654.284583073546,41045.897705489784,175137.54384045833,0.09527942208200668,64.36543992024586,Yes,College,Self-Employed,Medium Term,Governance
James Williams,Female,51,71362.35864062101,43195.355425376045,7731.508472872318,117396.09163244157,0.05875231364453293,78.58732959361743,No,Graduate,Self-Employed,Short Term,Environmental Impact
Michelle Cuevas,Male,27,41181.34613073586,48577.3473381736,30110.895026150974,199375.0442002918,0.33286254056591247,92.66059192101775,No,High School,Unemployed,Medium Term,Social Responsibility
Pamela Hunt,Male,37,107188.64399357524,21679.34255233126,47220.97359649373,55556.4019895551,0.2348414396564097,9.840910970112592,No,College,Unemployed,Long Term,Governance
Diana Vega,Female,28,69715.7353988784,30879.403464165436,23717.89412193889,58408.16796316049,0.9082265373639887,7.134867727932992,No,College,Employed,Medium Term,Governance
Dillon Mccall,Female,28,30060.83383608938,38083.84213039941,21608.08928863131,168166.77978747932,0.9967394367335324,3.8281385198429607,No,Graduate,Employed,Medium Term,Social Responsibility
Lisa Davis,Female,38,116222.85923735751,11831.124394201372,36879.52032404766,56422.18001802397,0.9393219401746358,20.03065968584853,Yes,High School,Self-Employed,Long Term,Social Responsibility
Antonio Montes,Female,63,48208.638575765974,16566.214708215633,42063.93348248302,67728.06630843673,0.9672098443079628,19.664632286956397,No,College,Employed,Long Term,Social Responsibility
Sarah Weaver,Male,32,91973.26937203592,15617.967492889955,16961.703552349936,171065.55587111035,0.598232065957531,32.92412925513359,Yes,High School,Unemployed,Short Term,Environmental Impact
Alexis Harris,Female,40,41872.17786456122,38674.24450591531,6829.391852345429,150097.4627470072,0.7482418403763543,30.271558273741107,Yes,High School,Self-Employed,Medium Term,Governance
Diana Davidson,Female,51,88499.74794065874,38862.36381805263,8167.4658324609845,118755.55471340915,0.04551187161625159,81.55647797024463,Yes,Graduate,Self-Employed,Short Term,Environmental Impact
Tonya Sanchez,Male,36,44307.97166152374,14278.46022078076,18675.704699062495,151711.67351700368,0.25365688282655174,68.35393298078196,Yes,High School,Employed,Long Term,Governance
Brandon Davis,Male,23,113945.30064533318,34434.07064554735,47507.1566903256,181138.3089459256,0.6196578769455676,27.446455650510217,No,Graduate,Unemployed,Short Term,Environmental Impact
Heather Porter,Female,34,54661.75122857539,17501.736021264132,48226.40354467062,72343.04443864319,0.30250735564175146,70.56426376404914,Yes,High School,Unemployed,Medium Term,Environmental Impact
Angela Tucker,Female,30,88912.91679769146,47208.65036612581,9370.366257094815,136901.85684671885,0.39469681435273596,99.79957054396354,No,Graduate,Unemployed,Short Term,Governance
Anita Young,Female,58,52535.0350694198,25715.85959660694,37632.7369764135,188722.37176302835,0.37090121308146595,99.840509783476,Yes,Graduate,Employed,Medium Term,Governance
Ashley Sanchez,Female,53,63465.939088208914,28281.840331719555,28924.747313111264,55531.65011345563,0.968057810457244,75.23833566619854,No,College,Employed,Medium Term,Governance
Richard Perez,Female,35,111342.0241952092,41256.816145950186,13525.718589800408,71238.57083420608,0.5595603886330499,73.98210059339227,Yes,Graduate,Self-Employed,Medium Term,Environmental Impact
Alexander Wells,Female,26,44897.25712434094,38671.51657877372,28678.64098071637,148074.72901686616,0.580486909891458,91.23825301314551,No,College,Self-Employed,Long Term,Governance
Teresa Copeland,Female,58,65670.74102390099,14310.62989149968,16194.336307430602,120682.94537124656,0.26029165215690797,0.853387840148867,Yes,Graduate,Self-Employed,Short Term,Governance
Peggy Smith,Male,37,57495.83203598076,26578.81380513321,33139.62740926184,187702.8613742874,0.5037467218402014,29.947415204230886,Yes,High School,Unemployed,Long Term,Governance
Samuel Jones,Female,57,92949.72343721162,47065.061221492426,13050.40512330127,56870.25402786122,0.930326941156214,82.23088558512356,Yes,College,Self-Employed,Medium Term,Social Responsibility
Jared Berry,Female,52,51072.94573359775,43498.6494994586,38713.74610898176,155194.5216753927,0.877896751970685,78.3128254092055,Yes,High School,Employed,Medium Term,Environmental Impact
Kyle Sosa,Male,23,88993.67055451815,33552.44431591606,23683.30701123831,69580.66003139898,0.13191953368222697,40.381114144485444,Yes,High School,Employed,Short Term,Social Responsibility
Mary Mendez,Male,50,93332.82357876399,40885.80694548915,9748.138185462009,75837.35134377492,0.31731738679301413,40.57584838707843,Yes,High School,Unemployed,Long Term,Governance
Tammy Terry,Female,59,30097.76733225513,28020.183878358563,33738.0934949619,57493.6996079933,0.5304238008926038,57.99537804559325,Yes,High School,Employed,Short Term,Environmental Impact
Toni Rodgers,Female,28,72912.60374348226,36338.26780000811,21108.35146421317,96100.6002359903,0.14179573402111234,65.53085074714625,No,College,Self-Employed,Short Term,Environmental Impact
Shane Evans,Female,55,41942.9812835988,48247.61286503004,25642.426659276847,169054.56568743166,0.11684205616466403,47.20039937950003,Yes,High School,Unemployed,Long Term,Governance
Kevin Paul,Female,55,50357.17753134655,15385.440577225312,34935.90596480946,118427.68893900426,0.04416216148820962,51.26469730531768,No,Graduate,Employed,Short Term,Governance
Valerie Pearson,Male,27,91198.44526094213,29953.14568410445,44727.08087179517,75603.40818243341,0.12787149473436632,76.11605372390811,Yes,Graduate,Employed,Short Term,Social Responsibility
Rebecca Ross,Female,28,30835.825284761413,31214.57390076337,12506.419350659635,138656.37339348823,0.8716795591516158,14.928114313979535,Yes,High School,Unemployed,Medium Term,Governance
Mary Simpson,Female,60,92603.73965592438,11942.86422527621,13117.84423700307,172670.02666458904,0.8348040378168273,39.750528505130475,No,High School,Employed,Long Term,Environmental Impact
Elizabeth Strong,Male,57,103539.81242219686,47412.33123326611,23070.07281267028,65949.68003874236,0.7478233677192941,22.692630233865884,Yes,Graduate,Unemployed,Short Term,Social Responsibility
Ricardo Lowe,Male,64,118933.94185178448,43552.64442715666,20188.079175270606,124571.5244803325,0.9262370424724073,74.9137075318955,Yes,Graduate,Unemployed,Short Term,Environmental Impact
Meghan Arellano,Female,56,68008.25403975538,29317.278541437052,12117.940515469916,169876.28335017175,0.2829255081921269,47.443825180622326,Yes,Graduate,Employed,Short Term,Governance
Amy Rogers,Female,39,41895.76359833048,30333.31596287533,49929.510742397666,83085.87863643852,0.8769363855065135,51.582535048576915,Yes,High School,Employed,Medium Term,Governance
Joyce Davis,Male,54,36374.54748604609,46846.49256175204,24935.54764992295,170668.02963909635,0.612931570631185,78.59746482418123,No,Graduate,Employed,Long Term,Governance
Amanda Young,Female,20,64476.29331081954,17088.097540085822,20854.583387164945,113931.71959073443,0.7615639189386135,75.76212992425138,No,College,Employed,Medium Term,Social Responsibility
Ricky Williams,Male,19,95768.7043587574,33142.175428167066,19181.974826407877,171728.1544609695,0.26375794050822166,72.25103513479063,No,High School,Employed,Long Term,Governance
Linda Campbell,Male,23,39218.4453404556,39219.78646971111,49615.83457781571,197328.91291893466,0.3130103158636045,46.14011372674969,Yes,Graduate,Self-Employed,Long Term,Governance
Jennifer King,Female,20,58201.63296968155,15135.271282063113,19609.434887904157,151759.67559442885,0.8926718098296509,79.19148883661319,Yes,Graduate,Self-Employed,Long Term,Environmental Impact
Ashley Little,Male,59,109289.00954822435,25496.22316882664,21727.37805959171,98635.24115175281,0.31554291946343505,31.307483349592736,No,High School,Unemployed,Short Term,Environmental Impact
